,text
12116,"['Microsoft', 'postpones', 'dualscreen', 'PC', 'release', 'report', 'MSFT', 'tech', 'surface', 'surfaceneo', 'httpstcoS3HgUZnMnr']"
12117,"['Another', 'strong', 'session', 'far', 'many', 'Australias', 'uranium', 'stocks', 'traded', 'ASX', '📈', 'Boss', 'BOE', '15', 'Paladin', 'PDN', '10', 'strongly', 'another', 'high', 'volume', 'trading', 'day🔊', 'Large', 'cash', 'inflow', 'continues', '💰', 'Let', 'know', 'close', 'Im', 'heading', 'bed', '😉💤😴', 'httpstcoQhhBo5t8j1']"
12118,"['4', 'reaping', 'rewards', 'new', 'ATH', 'stock', 'market', 'next', 'week', 'QTRResearch', 'SPX', 'QQQ', 'httpstcoDE60VS0TuW']"
12119,"['Billion', 'dollar', 'disruptive', 'businesses', 'founded', 'OUTSIDERS', 'spy', 'dji', 'stocks', 'tsla', 'spce', 'amzn', 'aapl', 'httpstcoXMwJm5H3pu']"
12120,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12121,"['RT', 'deltaStrikejj', 'SPX', 'stocks', '200', 'day', '169', 'regained', 'key', 'moving', 'average', 'Hard', 'imagine', 'tha…']"
12122,"['RT', 'StockHunter89', 'cool', 'resourceful', 'indicators', 'TrendSpider', 'provides', 'alert', 'system', 'favorite', 'fly', 'sms', 'alert…']"
12123,"['RT', 'FibroidNetwork', 'MeshAwarenessAU', 'ShineLawyers', 'sophiescott2', 'Surprised', 'JnJ', 'Ethicon', 'Appeal', 'despite', 'Trial', 'admissions', 'Adds', 'em…']"
12124,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12125,"['ZM', 'double', '3', 'months', 'Alert', 'price', '7694', 'January', '16th', 'Signup', 'link', 'bio', 'bottom', 'chart', 'picks', 'date', 'time', 'stamped', 'Monday', 'morning', 'quarterbacking', 'Find', 'momentum', 'happens', 'swingtrading', 'robinhood', 'stocks', 'trading', 'httpstcoP9uKcEyrdX']"
12126,"['SUNPHARMA', 'BREAKING', 'OUTNEED', 'SUSTAIN', 'LEVELSTOCKS', 'STOCKMARKETS', 'TECHNICALANALYSIS']"
12127,"['SampP', '500', 'SPX500', 'SPX500', 'USD', 'counting', 'SPX500', 'Long', 'short', 'BTC', 'Trade8', 'httpstcoYn1WyxNZRV', 'httpstcoDD2leM8lob']"
12128,"['RT', 'naashonomics', 'coronavirus', 'may', 'finally', 'boost', 'share', 'ecommerce', '4', 'india', '2026', 'per', 'data', 'AMZN', 'WMT', 'httpstcoqTQdP…']"
12129,"['seyedoption', 'got', 'puts', 'AAPL', '🍎', 'along', 'ZM', 'short', 'Drop', '🔨', 'hammer']"
12130,"['Bill', 'Gates', 'couldn’t', 'stop', 'Windows', 'getting', 'virus', 'you’re', 'going', 'stop', 'whole', 'world', 'getting', 'one', 'BillGates', 'MSFT', 'WhiteHouse', 'realDonaldTrump', 'SpeakerPelosi', 'httpstcoldXvc4uVDw']"
12131,"['One', 'fundamental', 'analyst', 'business', 'news', 'channel', 'bullish', 'Sept', '15', 'strong', 'gut', 'feel', 'nifty50', '6000', 'Sept', '15', 'eternal', 'bull', 'irrespective', 'GDP', 'unemployment', 'low', 'credit', 'offtake', 'niftybank', 'banknifty', 'stocks', 'StockMarket']"
12132,"['RT', 'charliesmithvcr', 'BC', 'Alberta', 'securities', 'regulators', 'urge', 'extreme', 'caution', 'aggressive', 'promotion', 'mining', 'company', 'httpstc…']"
12133,"['Zoom', 'runs', 'problem', 'privacy', 'Solution', '“Lets', 'bring', 'expert', 'one', 'secure', 'companies', 'that’s', 'never', 'issues', 'privacyFacebook”', 'SMH', '😑😔', 'zm', 'fb', 'httpstco1D781sqPys']"
12134,"['looking', 'investor', 'flows', 'Morgan', 'Stanley', 'surprised', 'recent', 'surge', 'higher', 'virtually', 'participation', 'buy', 'side', 'even', 'perplexing', 'almost', 'short', 'covering', 'either', 'especially', 'latest', 'leg', 'higher', 'stocks', 'trading', 'WallStreet']"
12135,"['Join', 'RobinhoodApp', 'well', 'get', 'stock', 'like', 'AAPL', 'F', 'free', 'Make', 'sure', 'use', 'link', 'httpstcoSRs7qrPQtd']"
12136,"['RT', 'quakes99', 'Ux', 'Uranium', 'Futures', 'broke', 'thru', 'US29', 'overhead', 'resistance', 'today', 'close', '40c', '14', 'US2910lb', 'April', 'Contracts📈', 'U3…']"
12137,"['RT', 'ETPrimecom', 'Despite', 'current', 'MarketCrash', '16', 'top', '25', 'midcap', 'stocks', 'performed', 'better', '200day', 'moving', 'average…']"
12138,"['RT', 'quakes99', 'Uranium', 'Update', 'World’s', 'Largest', 'Uranium', 'Miner', 'Cuts', 'Production', 'Price', 'Starts', 'Run', 'RedCloudSec', '🚫🏭⚛️⛏️', 'U3O8', 'nuclear', 'mini…']"
12139,"['modi', 'pilot', 'PDS', 'delivery', 'AMZN', 'WMT', 'BABA', 'swiggy', 'UBER', 'ola', 'zomato', 'home', '21daylockdown']"
12140,"['invest', 'crisis', 'bitcoin', 'gold', 'stocks', 'httpstco7ujAEWr7Lg']"
12141,"['stocks', 'DIY', 'prtfl', 'CWST', 'Fair', 'value', '4950', 'Discount', '7', 'Average', 'yearly', 'return', '37', 'Buy', 'httpstcokygf82fI5x']"
12142,"['WYNN', 'MGM', 'OXY', 'BP', 'MAR', 'DIS', 'NKE', 'SBUX', 'BA', 'CLL', 'stocks', 'stockstobuy', 'stockstowatch', 'wynn', 'mgm', 'starbucks', 'carnival', 'nike', 'marriott', 'disney', 'dis', 'httpstco8CWyNyaDSm']"
12143,"['RT', 'amir', 'New', 'Microsoft’s', 'rival', 'AWS', 'called', 'Azure', 'success', 'buckled', 'recent', 'covid19related', 'pressure', 'amp', 'also', 'had…']"
12144,"['Wednesdays', 'Top', 'Flow', 'SampP', '500', 'SP500', 'Buy', 'Flow', 'Sell', 'Flow', 'AAPL', 'MSFT', 'AMZN', 'GOOG', 'FISV', 'CSCO', 'COST', 'GILD', 'AMD', 'CMCSA', 'INTC', 'NFLX', 'PEP', 'AMGN', 'NVDA', 'MU', 'PG', 'JNJ', 'ADBE', 'stocks', 'StockMarket', 'stockstowatch', 'StocksToTrade', 'stock', 'httpstco5JE2nlrW3B', 'httpstcoismGSH22g6']"
12145,"['RT', 'SJD10304', 'Beyond', 'impressed', 'momentum', 'ratio', 'equal', 'weight', 'SPX', 'cap', 'weight', 'SPX', 'sound', 'alarm', '3…']"
12146,"['StockPriceBro1', 'tedstein', 'MidwestHedgie', 'Facebook', 'messenger', 'kids', 'growing', 'Instagram', 'solid', 'I’m', 'almost', 'positive', 'FB', 'going', 'create', 'new', 'metric', 'increased', 'activity', 'among', 'active', 'users', 'pandemic', 'It’s', 'enough', 'burn', 'shorty', 'trying', 'avoid']"
12147,"['brendanables', 'chaselyons', 'Woah', 'woah', 'Hold', 'see', 'implication', 'Bill', 'Gates', 'CEO', 'MSFT', 'it’s', 'simply', 'true', 'Bill', 'Gates’', 'reign', 'Microsoft', 'lasted', '2008', 'amp', 'currently', 'CEO', 'MSFT', 'actually', 'Satya', 'Nadella', 'Since', '2014', 'you’re', 'wrong', 'Take']"
12148,"['RT', 'SaharasCharts', 'SPX', 'May', 'want', 'BTag', 'BDown', 'line', 'httpstcox7vNRZz1L0']"
12149,"['RT', 'MinteractApp', 'Wednesdays', 'Top', 'Flow', 'NASDAQ', 'NASDAQ100', 'Buy', 'Flow', 'Sell', 'Flow', 'AAPL', 'MSFT', 'AMZN', 'GOOG', 'FISV', 'CSCO', 'COST', 'GILD', 'CMCS…']"
12150,"['read', 'headlines', 'zoom', 'goes', 'show', 'good', 'Facebook', 'security', 'yes', 'hiccups', 'know', 'put', 'money', 'mouth', 'investing', 'billions', 'beef', 'privacy', 'digital', 'safety', 'That’s', 'something', 'overlooked', 'FB', 'ZM']"
12151,"['Day', '13', '88255', 'Almost', 'entirely', 'cash', 'overnight', 'may', 'swings', 'place', 'weeklies', 'right', 'AMZN', 'AMD', 'SPY', 'KHC', 'EB', 'CGC', 'TSLA', '040820', 'httpstcoeDZPNLsGEc']"
12152,"['RT', 'FASTGraphs', 'LNC', 'NUS', 'AVA', 'SKT', 'SPG', 'CSCO', 'MMM', 'SNA', '–', 'Thanks', 'using', 'fastgraphs', 'SA', 'Contributor', 'Parttime', 'Investor', 'investing', '…']"
12153,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12154,"['BC', 'Alberta', 'securities', 'regulators', 'urge', 'extreme', 'caution', 'aggressive', 'promotion', 'mining', 'company', 'httpstcovxR8T8nXBK', 'via', 'georgiastraight', 'crestview', 'crestviewexploration', 'bcscinfo', 'ascupdates', 'stocks', 'mining']"
12155,"['RT', 'FASTGraphs', 'WHR', 'Whirlpool', 'Thanks', 'SA', 'Contributor', 'Falcon', 'Method', 'using', 'fastgraphs', 'article', 'investing', 'stocks', 'market…']"
12156,"['RT', 'awallenstein', 'BREAKING', 'Disney', 'reaches', '50', 'million', 'paid', 'subscribers', '5', 'months', 'worldwide', 'DIS', 'announces']"
12157,"['RT', 'awallenstein', 'BREAKING', 'Disney', 'reaches', '50', 'million', 'paid', 'subscribers', '5', 'months', 'worldwide', 'DIS', 'announces']"
12158,"['Dow', 'climbs', '780', 'points', 'oil', 'rises', 'investors', 'examine', 'Federal', 'Reserve', 'support', 'httpstcoEan3sV7bmL', 'WSJ', 'Dow', 'stocks', 'markets', 'volatility', 'investing']"
12159,"['guys', 'QuikStrike', 'offered', 'give', 'customers', '250', 'Lockdown', 'offer', '1', 'month', 'QuikStrike', 'Pro', 'worth', '300pm', 'httpstcot3PDb94OqD', 'ESF', 'CLF', 'NQF', 'GOLD', 'OOTT', 'OATT', 'SPY', 'SPX', 'Trading', 'Forex', 'forexsignals', 'EURUSD', 'GBPUSD', 'OPEC', 'VIX', 'VXX', 'httpstco4g6RkVEmeD']"
12160,"['FB', 'Option', 'Order', 'Flow', 'Sentiment', 'Turned', 'Bearish', 'Bullish', 'httpstcox80s42JgMk']"
12161,"['9420', 'Market', 'set', 'volatile', 'trading', 'day', 'weakly', 'expiry', 'today', 'Bulls', 'take', 'charge', 'Sensex', '650', 'points', 'higher', 'NIFTY', 'starts', 'day', '8950', 'tracking', 'gains', 'global', 'market', 'nifty', 'nifty50', 'stocks', 'StockMarket', 'sensex']"
12162,"['TRCOT', 'Empresas', 'Tricot', 'Empresas', 'Tricot', '1', 'director', 'bought', 'director', 'Empresas', 'Tricot', 'bought', '411788', 'shares', '365100CLP', 'significance', 'rating', 'trade', '67100', 'information', 'sufficient', 'make…', 'httpstcouZBGjmlDlX', 'equity', 'stocks']"
12163,"['Days', 'Ago', 'Issued', 'New', 'Long', 'Term', 'Investment', 'Signal…Did', 'Get', 'Let’s', 'Take', 'Look', 'Opening', 'Trading', 'Tomorrow', 'gt', 'httpstcodzjvnEYfbU', 'SPY', 'QQQ', 'GLD', 'SLV', 'BND', 'VOO', 'stocks', 'investing', 'money', 'retirementplanning']"
12164,"['MalibuInvest', 'dis', 'value', 'even', 'spike', 'long', 'term', 'hold']"
12165,"['RT', 'eWhispers', 'confirmed', 'earnings', 'dates', 'April', 'httpstcolObOE0dgsr', 'CHWY', 'WBA', 'NFLX', 'KMX', 'STZ', 'BAC', 'LW', 'JPM', 'F', 'INTC', 'GE', '…']"
12166,"['Disney', 'Plus', 'passes', '50M', 'subscribers', 'worldwide', 'shares', 'rise', 'httpstcoPaBIpYAuEN', 'DIS']"
12167,"['AMOT', 'Allied', 'Motion', 'Technologies', 'High', 'Growth', 'Stock', 'Traded', 'Like', 'Dud', 'httpstcojUQyaTgjFF', 'stockmarket', 'stocks', 'markets']"
12168,"['RT', 'Amdalleq', 'Morgan', 'Stanley', 'Chief', 'Investment', 'Officer', 'CNBC', 'Prices', 'attractive', 'dont', 'really', 'know', 'whats', 'gonna', 'happen', 'Actuall…']"
12169,"['RT', 'axelroark', 'AMD', 'held', '48', 'today', 'breaking', 'resistance', 'said', 'market', 'bottomed', 'AMD', 'goes', '6', 'Today', 'the…']"
12170,"['coronavirus', 'may', 'finally', 'boost', 'share', 'ecommerce', '4', 'india', '2026', 'per', 'data', 'AMZN', 'WMT', 'httpstcoqTQdPpSY03']"
12171,"['Americans', 'Making', 'Mortgage', 'Payments', 'Soar', '1064', 'One', 'Month', 'Zero', 'Hedge', 'money', 'stocks', 'Bloomberg', 'crypto', 'bonds', 'gold', 'silver', 'nascar', 'music', 'stocks', 'httpstco39Jcz8d9mk']"
12172,"['Reuters', 'didnt', 'think', 'wed', 'want', 'know', 'amzn', 'Amazon', 'httpstco1U0W7u5HUZ']"
12173,"['RT', 'TrendSpider', 'DIS', 'DIS', 'Breakout', 'httpstco1nVKnzD8Zv']"
12174,"['RT', 'LamboJohnny', 'WAY', 'EASY', 'MARKETS', 'FIRE', 'TODAY', '🔥🔥🔥🔥🔥🔥', 'Congrats', 'everyone', 'balls', 'deploy', 'capital', 'into…']"
12175,"['XOM', 'CVX', 'BP', 'solid', 'Intermediate', 'BearishtoBullish', 'reversal', 'viewpoint', 'profile', 'says', 'trading', 'investment', 'financial', 'advice']"
12176,"['RT', 'TrendSpider', 'FB', 'FB', 'Cup', 'handle', 'breakout', 'httpstcouRiW0c1ort']"
12177,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12178,"['RT', 'CoreySurles', '2690', 'acting', 'like', 'magnet', 'Sellers', 'appeared', '2715', 'pushing', 'ever', 'since', 'Buyers', 'active', '270…']"
12179,"['RT', 'SenseiHov', 'ES', 'Primary', 'finished', '2800', 'looks', 'juicy', 'want', 'see', 'OMLU', 'divergence', 'entering', 'short', 'position', 'Will…']"
12180,"['RT', 'realSologenic', 'SOLO', 'hodlers', 'soon', 'able', 'trade', 'amp', 'tokenize', '40000', 'stocks', 'ETFs', 'amp', 'commodities', '30', 'global', 'securities', 'exchanges…']"
12181,"['RT', 'TrendSpider', 'AMZN', 'AMZN', 'gap', 'go', 'httpstco8jra8I1CIY']"
12182,"['🚨', 'bad', 'economy', 'JPM', 'hit', 'breaks', '🛑', 'Depression', 'hitting', 'business', 'lending', 'prothoughts2', 'AlessioUrban', 'TheBubbleBubble', 'NoahBlaineNews', 'DiMartinoBooth', 'jimcramer', 'httpstcoIUvbENCuJs']"
12183,"['RT', 'TakingTheAsk', 'posted', 'worth', 'FB', 'Fapbook', 'Faceberg', 'pure', 'evil', 'China', 'sisterfollow', 'wives…']"
12184,"['HenrikZeberg', 'bounce', 'sp500', 'gold', 'wouldn’t', 'move', 'direction']"
12185,"['AMZN', 'Daily', 'Doji', 'Sandwich', 'fill', 'gap', 'TechnicalAnalysis', 'money', 'trading', 'investing', 'DayTrading', 'OptionsTrading', 'httpstcoamo0QWetGK']"
12186,"['RT', 'KimbleCharting', 'SampP', 'repeating', '2000', 'amp', '2007', 'patterns', 'almost', 'exactly', 'far', 'first', 'countertrend', 'rally', 'coming', 'right', 'schedule…']"
12187,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12188,"['RT', 'allstarcharts', 'Keep', 'Simple', 'Stupid', 'category', 'indicators', 'really', 'like', '10month', 'moving', 'average', 'gets', 'back…']"
12189,"['RT', 'PythiaR', 'tradition', 'end', 'quarter', 'portfolio', 'CHTR', 'SYK', 'TDG', 'IAC', 'MASI', 'SRUUN', 'CSUTO', 'PVFUN', 'FB', 'HEI', 'HOMUN', 'P…']"
12190,"['RT', 'quakes99', 'Uranium', 'Update', 'World’s', 'Largest', 'Uranium', 'Miner', 'Cuts', 'Production', 'Price', 'Starts', 'Run', 'RedCloudSec', '🚫🏭⚛️⛏️', 'U3O8', 'nuclear', 'mini…']"
12191,"['See', 'many', 'pitch', 'slack', 'part', 'stay', 'home', 'economy', 'it’s', 'way', 'Slack', 'streamlining', 'comms', 'office', 'Wouldn’t', 'surprised', 'see', 'push', 'zoom', 'amid', 'security', 'issues', 'also', 'Microsoft', 'Advantage', 'integrated', 'solutions', 'WORK', 'MSFT', 'ZM']"
12192,"['RT', 'StockHunter89', 'cool', 'resourceful', 'indicators', 'TrendSpider', 'provides', 'alert', 'system', 'favorite', 'fly', 'sms', 'alert…']"
12193,"['RT', 'coolbizone', 'SPX', 'high', 'day', 'long', '2663', 'breached', 'expect', 'head', 'towards', '276028002820', 'area', 'Minor', '4', 'ES', 'wa…']"
12194,"['RT', 'tdarling1', 'SPX', 'nearly', '25', 'low', '23', 'March', 'really', 'critical', 'juncture', 'Thus', 'far', 'look', 'vshaped', 'r…']"
12195,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12196,"['Polargroup1', 'yuriymatso', 'rally', 'virus', 'peaking', 'amp', 'technicals', 'fed', 'free', 'money', 'helps', 'big', 'cap', 'tech', 'bad', 'earnings', 'whole', 'world', 'literally', 'shut', 'impact', 'everyone', 'International', 'demand', 'worse', 'spx', 'rally', 'stalls', '2750', '2850', 'zone', 'rollsover']"
12197,"['RT', 'WarlusTrades', 'ESF', 'completes', '5th', 'wave', 'upside', 'limited', 'ElliotWave', 'holds', 'true', 'ESF', 'major', 'pullback', 'soo…']"
12198,"['Research', 'Analysts’', 'Upgrades', 'April', '8th', 'ACRE', 'ADNT', 'ALV', 'ARCO', 'ASMB', 'BLMN', 'BOSSY', 'CAAP', 'CS', 'CVE', 'httpstcoGRrEAkv2sp', 'stocks']"
12199,"['Analysts’', 'Downgrades', 'April', '8th', 'ACBI', 'BELFA', 'BFYT', 'CCCGY', 'CCR', 'DBVT', 'DDOG', 'DX', 'DYNE', 'EDN', 'httpstcoOuWYoCpTsD', 'stocks']"
12200,"['dee49021025', 'Liquidity', 'back', 'Bounce', 'wave', '4', 'Sp500']"
12201,"['C', 'BAC', 'MS', 'XOM', 'CVX', 'Todays', 'rally', 'led', 'financials', 'oil', 'Customize', 'market', 'scan', 'using', 'free', 'stock', 'screener', 'httpstcoUs1LqBkioS', 'httpstcoQM8qyB6DEy']"
12202,"['Screen', 'high', 'rated', 'articles', 'US', 'Tech', 'Kings', 'AAPL', 'GOOG', 'FB', 'httpstcoKK4Qj8LBUV', 'httpstcorYlYprrbLf']"
12203,"['RT', 'MinteractApp', 'Options', 'Flow', 'Grid', 'Update', 'AMZN', 'OptionsTrading', 'Amazon', 'Shares', '156', '2043', 'Wednesday', '48', 'amazonfresh', 'Amazo…']"
12204,"['cool', 'resourceful', 'indicators', 'TrendSpider', 'provides', 'alert', 'system', 'favorite', 'fly', 'sms', 'alerts', 'trigger', 'levels', 'case', 'AMZN', 'major', 'gap', 'bo', '2k', 'level', 'open', '2088', 'wants', 'nice', 'night', 'see', 'PM', 'LottoThursday', 'httpstcocUyQicYcEO']"
12205,"['BAC', 'Makes', 'Outsized', 'Move', '59', '09Apr20', 'Option', 'Straddle', 'Expiring', 'Tomorrow', 'Implies', '±38', 'move', 'httpstcoKfmU26D0Jn']"
12206,"['RT', 'StableInvestor', 'Super', 'Detailed', '20Year', 'Analysis', 'Nifty', 'PE', 'Ratio', 'amp', 'Future', 'Returns', '19992019', 'Updated', 'Full', 'analysis', 'httpstco5z…']"
12207,"['BYND', 'Daily', 'update', 'Bullish', 'Harami', 'lets', 'see', 'close', 'week', '73', 'resistance', 'stocks', 'TechnicalAnalysis', 'money', 'trading', 'investing', 'DayTrading', 'OptionsTrading', 'httpstcosKttGYYYfy']"
12208,"['RT', 'johnfcarter', 'article', 'published', 'Medium', 'geared', 'towards', 'helping', 'newer', 'traders', 'volatility', 'httpstcoy2Hvpj…']"
12209,"['“Investing', '‘beating', 'market’', 'rather', 'achieving', 'goals', 'reasonable', 'degree', 'certainty”', 'Chhabra', 'investing', 'investment', 'economy', 'markets', 'marketselloff', 'finance', 'stocks']"
12210,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12211,"['RT', 'wealthissimple', 'OPEN', 'GREAT', 'COUNTRY', 'sooner', 'rather', 'later', 'Economy', 'BOOM', 'perhaps', 'li…']"
12212,"['Sensex', 'jumps', '700', 'points', 'currently', '3061467', 'Nifty', '896415', 'ShareMarket', 'StockMarket', 'Nifty', 'Sensex', 'Stocks', 'Update', 'httpstcoGN9t7Hz1Ot']"
12213,"['RT', 'nextSignals', 'Heres', 'summary', 'interpret', 'todays', 'options', 'activity', 'SPX', 'image', 'seeing', 'anything', 'threatening', 'continuatio…']"
12214,"['RT', 'SumitResearch', 'stocks', 'paper', 'shares', 'Fire', 'Today', 'Theme', 'day', 'CNBCAwaaz', 'Data', 'hemantghai', 'YatinMota', 'deepalirana…']"
12215,"['godrej', 'consumer', 'product', 'broken', 'falling', 'trendline', '550', 'stop', 'loss', 'positional', 'buy', 'trade', 'Already', 'bought', '525', 'stocks', 'stockstowatch', 'stockstobuy', 'nifty50', 'niftybank', 'banknifty', 'httpstco7WuUdQn2vH']"
12216,"['RT', 'MoneyLifeShow', 'Hope', 'caught', 'todays', 'show', 'Nick', 'Niziolek', 'calamos', 'MattZajechowski', 'recent', 'survey', 'ChuckJaffe', 'answering…']"
12217,"['RT', 'AdamMancini4', 'probably', 'last', 'chance', 'SPX', 'bears', 'take', 'lower', 'price', 'nearing', '50', 'fib', 'whole', 'selloff', 'a…']"
12218,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12219,"['RT', 'TedatACA', 'Warren', 'Buffetts', 'Geico', 'offers', '25', 'billion', 'credits', 'coronavirus', 'cuts', 'driving', 'CNBC', 'BRKA', 'BRKB', 'ESPN', '\u2066nabtweet…']"
12220,"['SPY', 'SPX', 'Millions', 'die', 'yet', 'people', 'BULLISH', 'httpstcodpxG8YHh9d']"
12221,"['Covid19', 'Made', 'Travel', 'Leisure', 'Stocks', 'Cheap', 'Early', 'Decide', 'Check', 'httpstco4JOcFo7z6N', 'business', 'media', 'investing', 'stocks', 'travel', 'ftse', 'londonstockexchange', 'news', 'market', 'updates', 'httpstcoRCtnrXyGzN']"
12222,"['RT', 'ETPrimecom', 'Despite', 'current', 'MarketCrash', '16', 'top', '25', 'midcap', 'stocks', 'performed', 'better', '200day', 'moving', 'average…']"
12223,"['DIS', 'intraday', 'double', 'bottom']"
12224,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12225,"['RT', 'JavierBlas', 'BREAKING', 'Exxon', 'Mobil', 'cuts', 'capital', 'spending', '30', '2020', '23', 'billion', 'original', 'target', '33', 'billion…']"
12226,"['Good', 'stat', 'long', 'leverage', 'engagement', 'parts', 'ecosystem', 'like', 'Parks', 'bulk', 'profit', 'comes', 'battle', 'remains', 'uphill', 'exacerbated', 'lack', 'material', 'gaming', 'exposure', 'DIS', 'httpstcoN5KbuiJwHk']"
12227,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
12228,"['Trader’s', 'Weekly', 'Plays', 'subject', 'change', 'Penny', 'Bump', 'ZOM', 'Penny', 'Torture', 'AYTU', 'Moneymaker', 'NRZ', 'LongTerm', 'Gold', 'Mine', 'RCL', 'DIS', 'UAL', 'Safe', 'Day', 'Trades', 'SDC', 'F', 'LGFA', 'Ruin', 'Life', 'LK', 'Enron', 'Wife', 'LeftMe']"
12229,"['SNE', 'SONY', 'RKUNY', 'RAKUTEN', 'increase', 'buybacks', 'Get', 'ready', 'Olympics', 'Tokyo2021', 'SNE', 'Sony', 'closer', 'AAPL', 'Apple', 'RKUNY', 'Rakuten', 'closer', 'AMZN', 'Amazon', 'much', 'distortion', 'market', 'NIKKEI', 'AAPL', 'FB', 'NFLX', 'GOOG', 'JPM', 'MS', 'SFTBY', 'nikkei', 'httpstcoYDo8wokmht']"
12230,"['RT', 'Sandropower', 'Live', 'stream', 'tonight', 'YouTube', 'Channel', 'PowerTargetTrades', '945pm', 'EST', 'Canada', 'Fiqure', 'time', 'zone', 'match', 't…']"
12231,"['RT', 'DanielGMoss', 'SPX', 'Rising', 'wedge', 'formation', 'signals', 'looming', 'reversal', 'price', 'attempts', 'breach', '2009', 'uptrend', 'supportturnedresistance…']"
12232,"['NIFTY', '9000', 'look', '9000', 'PE', '09Apr2020', '106', 'SL91', 'spselva', 'stocks', 'trading', 'market', 'news', 'investing', 'daytrading', 'selvaraj', 'sp', 'analysis', 'equity', 'nse', 'bse', 'nifty', 'banknifty']"
12233,"['data', 'Fed', 'repomarket', 'coincidentally', 'correlated', 'SP500', 'graph', 'shows', 'market', 'tanked', 'stopped', 'buying', 'treasuries', 'stocks', 'rallied', 'started', 'qeinfinity', 'slowed', 'let’s', 'see', 'markets', 'tank', 'DiMartinoBooth', 'PeterSchiff', 'httpstco2Wx8E9ioGT']"
12234,"['awealthofcs', 'agoyal000', 'SONY', 'THEONEANDONLY', 'THEREALTHING', 'GET', 'READY', 'SNE', 'SONY', '250', 'STOCK', 'HIGHER', 'DIS', 'DISNEY', 'AAPL', 'APPLE', 'NFLX', 'NETFLIX', 'MSFT', 'MICROSOFT', 'AMZN', 'AMAZON', 'STOCK', 'PRICES', 'httpstcoLJbFZX9N0k', 'NIKKEI', 'WakeUpSunshine']"
